so2_data_quality,atmospheric_variability,aerosol_optical_depth
12,96.03,1.601
12,98.67,2.333
12,99.97,2.191
12,999.0,3.462
12,99.99,3.581
12,99.97,4.755
12,99.98,3.865
12,99.99,3.925
12,99.99,4.087
12,99.98,4.178
12,99.96,2.474
12,99.95,1.007
12,99.99,1.73
12,99.98,1.463
12,999.0,2.82
12,99.97,1.76
12,100.0,1.324
12,99.96,0.919
12,99.93,1.277
12,99.99,1.7
12,100.0,1.749
12,99.99,2.404
12,100.0,1.198
12,100.0,1.047
12,999.0,1.03
12,9.01,-0.031
12,28.11,0.063
12,11.87,0.062
12,11.06,0.075
12,4.66,0.075
12,56.39,0.062
11,25.92,0.057
11,4.93,0.048
11,6.39,0.04
11,11.93,0.032
10,-2.97,0.027
10,9.34,0.023
10,4.33,0.017
10,1.23,0.009
10,3.96,0.001
10,6.03,-0.007
10,10.77,-0.008
10,5.79,-0.011
10,10.04,-0.013
10,7.62,-0.016
10,12.53,-0.017
10,9.94,-0.017
10,16.88,-0.016
10,9.19,-0.023
10,10.37,-0.023
10,14.4,-0.019
10,11.14,-0.019
10,14.06,-0.012
10,10.34,-0.012
10,5.31,-0.002
10,22.37,-0.002
10,16.53,-0.002
10,13.04,-0.002
10,15.68,0.002
10,4.39,0.002
10,10.37,-0.01
10,14.17,-0.01
10,11.08,-0.0
12,96.05,-0.0
10,12.9,0.002
10,14.87,0.002
10,19.25,0.01
10,9.5,0.01
10,14.71,0.034
10,11.62,0.034
10,10.45,0.028
10,21.61,0.028
10,7.22,0.019
10,14.52,0.019
10,32.48,0.06
10,42.0,0.06
12,99.97,0.477
12,99.82,0.234
12,99.94,0.234
10,9.84,0.054
10,3.96,0.054
12,96.69,0.071
12,77.53,0.071
10,12.21,0.028
10,7.78,0.028
11,71.23,0.054
10,31.72,0.054
10,42.54,0.061
10,27.81,0.061
10,26.75,0.058
10,39.93,0.058
10,15.8,0.073
12,73.18,0.073
10,49.41,0.071
10,41.74,0.071
12,99.93,3.637
10,44.97,0.059
10,20.39,0.059
10,8.52,0.074
10,17.25,0.074
10,19.8,0.043
10,19.92,0.043
12,99.99,0.108
12,99.88,0.108
10,18.06,0.06
10,5.66,0.06
10,20.58,0.038
10,16.01,0.038
12,999.0,4.025
10,55.47,0.116
12,99.69,0.116
12,82.8,0.053
11,68.49,0.053
12,99.31,1.619
12,99.84,0.227
12,78.21,0.075
10,48.72,0.075
12,99.74,0.797
12,100.0,0.797
10,44.08,0.109
10,37.86,0.109
12,99.95,5.066
12,99.93,1.798
12,99.99,0.299
12,98.41,1.017
12,91.83,0.134
12,96.86,2.932
10,43.26,0.125
10,22.52,0.081
10,34.47,0.09
10,51.52,0.101
10,11.59,0.098
10,26.99,0.094
10,36.3,0.105
10,8.07,0.108
10,15.44,0.108
10,53.52,0.135
10,23.19,0.114
10,16.82,0.093
10,33.78,0.103
10,45.84,0.097
10,13.96,0.1
10,18.22,0.109
10,10.34,0.101
10,3.72,0.11
10,5.76,0.119
10,-0.02,0.121
10,12.21,0.122
11,14.43,0.129
11,1.32,0.131
11,2.66,0.133
11,0.91,0.137
12,-3.19,0.138
12,5.23,0.147
12,27.32,0.135
12,92.68,0.048
12,37.59,0.256
12,39.0,0.22
12,76.15,0.236
12,24.78,0.235
11,12.69,0.222
11,18.98,0.227
11,28.37,0.198
11,29.02,0.207
11,12.67,0.205
10,13.65,0.2
10,7.37,0.197
10,24.4,0.196
11,65.77,0.272
11,64.29,0.391
12,73.09,0.334
12,75.49,0.33
12,94.08,0.356
12,84.33,0.358
12,85.7,0.427
12,81.99,0.56
12,80.86,0.698
12,98.83,0.908
12,99.58,1.18
12,92.85,0.927
12,95.29,0.591
11,67.19,0.49
12,98.72,0.67
12,88.05,0.414
11,65.68,0.578
12,97.46,0.62
12,99.07,0.675
12,91.35,0.286
12,99.63,0.925
12,99.46,0.658
12,82.87,0.506
12,98.82,0.475
12,94.88,0.883
12,81.74,0.731
12,83.71,0.96
12,92.71,0.856
12,84.55,0.929
12,93.48,0.431
12,74.49,0.538
12,93.55,0.611
12,92.17,0.818
12,99.58,0.71
12,99.72,1.659
12,97.27,0.969
12,97.7,0.806
12,81.11,0.836
12,94.83,0.542
12,96.18,0.614
12,99.09,0.92
12,99.47,0.81
12,94.86,0.47
12,98.62,0.66
12,98.8,0.404
10,58.52,0.36
12,93.81,0.425
12,99.92,0.605
10,62.21,0.327
12,93.46,0.591
12,89.52,0.326
12,80.48,0.271
12,96.97,0.376
12,99.57,0.437
12,99.04,0.319
12,86.07,0.233
12,99.05,0.466
10,50.43,0.212
10,15.99,0.211
10,7.7,0.183
10,31.3,0.175
10,31.45,0.162
12,91.33,0.198
10,38.99,0.179
12,98.87,0.229
12,93.05,1.603
12,99.98,1.144
12,99.98,1.066
12,97.99,0.339
12,99.23,0.298
12,95.34,0.45
12,94.11,0.477
12,99.15,0.546
12,96.32,0.973
12,99.64,1.073
12,69.81,1.227
12,99.56,0.885
12,96.27,0.76
12,92.36,0.503
12,97.11,0.409
12,98.99,0.399
12,68.93,0.438
12,87.52,0.539
12,96.43,0.499
12,96.08,0.644
12,73.8,0.606
12,99.44,0.658
12,98.57,1.104
12,98.01,1.245
12,97.34,0.993
12,99.88,1.207
12,99.77,1.591
12,92.95,1.05
12,99.99,0.454
12,99.99,0.237
12,99.98,0.201
11,64.37,0.092
11,25.8,0.099
11,31.22,0.072
12,98.82,0.071
11,70.81,0.065
10,25.85,0.062
10,32.83,0.06
10,15.8,0.039
10,3.27,0.014
10,4.62,0.014
10,6.07,0.014
10,2.0,0.012
10,3.12,0.009
10,9.11,0.013
10,7.13,0.017
10,6.61,0.013
10,15.96,0.021
10,9.85,0.005
10,2.77,0.008
10,-3.14,0.008
10,9.2,0.009
10,1.45,0.009
10,11.5,0.013
10,10.64,0.013
10,10.51,0.023
10,9.25,0.023
10,9.16,0.017
10,7.78,0.017
10,15.3,-0.001
10,13.18,-0.001
10,47.91,0.016
10,12.08,0.016
10,22.85,0.008
10,2.49,0.008
10,17.34,0.033
12,73.06,0.033
10,9.86,0.003
10,18.68,0.003
10,15.91,0.01
10,27.5,0.01
10,61.53,0.009
10,43.47,0.009
10,31.05,0.029
10,34.01,0.029
12,99.93,1.107
12,99.99,1.107
12,100.0,1.019
10,35.73,0.091
12,97.94,0.091
10,29.68,0.12
12,99.74,0.12
12,99.8,0.068
10,45.26,0.068
12,99.71,4.771
12,99.99,3.932
12,99.98,3.376
12,100.0,3.929
12,999.0,2.464
12,99.39,1.959
12,99.57,0.545
12,100.0,0.934
12,100.0,3.096
12,100.0,0.669
12,99.51,3.187
12,99.89,0.163
12,98.91,0.102
12,88.7,0.083
12,99.83,0.135
12,99.96,0.342
12,83.23,0.292
11,39.41,0.118
12,99.96,0.087
12,99.93,1.205
12,99.9,0.123
12,99.97,1.078
12,99.65,1.92
10,41.69,-0.083
10,0.32,-0.083
10,16.51,-0.085
10,14.47,-0.085
12,92.56,0.449
12,99.97,0.449
10,13.65,-0.092
10,5.48,-0.092
10,58.61,-0.078
10,60.5,-0.078
10,15.71,-0.094
10,12.15,-0.094
12,99.85,-0.078
10,12.76,-0.078
12,98.33,0.251
12,99.62,0.251
12,99.44,0.686
12,99.99,1.643
12,999.0,3.518
12,100.0,3.286
12,99.98,1.956
12,99.24,0.751
12,99.56,0.845
12,99.98,4.413
12,999.0,3.596
12,99.96,0.799
12,99.88,1.759
12,99.99,1.748
12,97.89,1.892
12,99.68,1.04
12,99.99,3.76
12,99.63,1.185
12,99.76,1.726
12,99.87,3.711
12,999.0,3.443
12,98.58,0.632
12,85.4,0.027
12,99.96,0.027
12,97.25,0.081
12,93.56,0.141
12,99.5,0.378
12,97.69,0.48
12,99.39,0.655
12,99.47,0.25
12,99.86,2.615
11,69.11,0.008
12,999.0,1.295
12,99.79,1.207
12,88.28,0.183
12,85.28,0.023
12,96.51,0.041
11,26.34,0.01
12,89.11,0.01
12,92.0,0.085
12,50.35,-0.03
12,7.33,0.044
12,9.67,0.069
12,6.14,0.052
12,73.08,0.072
12,80.13,0.055
12,99.84,0.113
12,70.45,0.434
12,99.95,1.417
12,99.99,1.827
12,10.62,0.502
12,99.99,1.977
12,99.68,2.635
12,99.98,2.729
12,99.91,1.135
12,999.0,2.865
12,99.98,3.26
12,99.97,0.976
12,99.98,2.528
12,96.75,0.066
12,99.56,1.35
12,99.74,1.4
10,10.72,-0.088
10,17.07,-0.088
12,99.84,0.732
12,99.72,2.792
12,99.99,1.664
12,99.99,3.458
12,99.94,2.407
12,51.56,0.305
12,99.94,3.627
12,99.99,1.608
12,97.22,0.826
12,-111.86,0.476
12,77.92,0.253
12,98.38,0.091
12,999.0,0.563
12,99.86,0.201
12,53.32,0.133
12,99.61,0.123
12,94.15,0.097
11,44.71,0.078
10,62.34,0.071
10,31.45,0.067
10,12.35,0.061
10,53.73,0.05
10,38.21,0.04
12,99.73,0.051
12,99.97,0.09
12,99.9,1.139
12,56.75,0.899
12,99.99,3.146
12,99.54,0.268
12,99.99,0.265
12,84.24,0.028
12,87.82,0.028
12,99.99,0.242
12,96.41,0.212
12,99.46,1.989
12,70.25,1.656
12,94.34,0.558
12,99.99,1.423
12,82.94,0.196
12,99.51,3.103
12,95.2,1.428
12,99.85,0.086
12,91.34,0.017
12,73.13,0.017
12,99.99,0.382
10,57.07,1.014
12,99.99,1.014
12,97.82,0.574
12,99.99,1.189
12,99.99,1.189
12,100.0,3.632
12,80.75,1.358
12,100.0,1.632
12,99.7,0.566
12,99.9,0.924
12,99.98,0.924
12,99.94,-0.005
10,46.18,-0.005
12,99.41,0.046
12,99.71,0.046
12,99.98,0.794
12,99.99,0.794
12,99.99,5.414
12,98.27,0.607
12,999.0,2.523
12,99.99,2.777
12,99.98,3.389
12,99.99,2.101
12,99.99,1.834
12,-0.65,1.463
12,99.86,0.284
12,99.8,0.496
12,99.91,0.062
12,99.97,0.062
12,84.81,-0.005
12,79.15,-0.005
12,87.85,2.169
12,99.7,0.265
12,95.99,-0.053
10,6.46,-0.053
12,86.78,-0.003
12,83.03,-0.003
12,99.98,0.308
12,-8.1,0.295
12,99.98,0.609
12,99.52,0.305
12,88.55,1.522
12,99.99,2.579
12,100.0,3.01
12,99.99,2.821
12,999.0,2.634
12,99.7,3.073
12,54.86,1.221
12,99.91,1.01
12,99.97,0.529
10,37.56,0.008
10,52.38,0.014
12,82.18,0.025
12,99.99,2.27
12,-163.77,0.977
12,99.83,0.295
12,93.74,0.078
10,40.6,0.054
10,28.28,0.054
12,98.22,0.08
12,93.9,0.081
12,99.41,0.796
12,98.75,0.175
12,67.86,0.022
12,26.94,-0.042
12,-6.24,0.054
12,0.07,0.044
12,4.42,0.094
12,1.16,0.065
12,13.73,0.047
11,5.9,0.031
11,15.67,0.024
11,19.26,0.016
10,14.67,0.012
10,5.05,0.008
10,26.01,0.006
10,11.08,0.004
10,10.99,-0.002
10,13.9,-0.012
10,16.19,-0.014
10,17.78,-0.024
10,14.69,-0.029
10,14.78,-0.033
10,14.99,-0.035
10,11.14,-0.038
10,19.21,-0.038
12,95.22,-0.045
12,79.92,-0.046
10,13.9,-0.046
10,8.4,-0.048
10,14.44,-0.048
10,24.21,-0.056
10,9.39,-0.056
10,35.23,-0.055
10,25.9,-0.055
10,22.76,-0.052
10,32.13,-0.052
10,15.3,-0.054
10,16.22,-0.054
10,28.49,-0.05
10,13.21,-0.05
10,9.41,-0.058
10,12.55,-0.058
11,66.12,-0.059
10,16.19,-0.059
12,74.8,-0.041
10,40.85,-0.041
10,9.99,-0.029
10,37.58,-0.029
10,30.81,-0.041
10,44.26,-0.041
10,18.44,-0.054
10,21.89,-0.054
11,67.73,-0.004
11,70.78,-0.004
11,72.19,0.004
10,60.49,0.004
12,86.43,-0.02
12,97.44,-0.02
12,82.35,0.001
12,93.84,0.001
10,18.32,-0.071
10,6.45,-0.071
10,24.0,-0.055
10,54.5,-0.055
10,10.08,-0.073
10,22.92,-0.073
10,16.21,-0.075
10,22.18,-0.075
10,23.35,-0.073
10,24.03,-0.073
10,12.3,-0.077
10,21.55,-0.077
10,16.55,-0.071
10,9.08,-0.071
10,40.49,-0.067
10,36.9,-0.067
10,27.35,-0.07
10,20.33,-0.07
10,19.72,-0.06
10,20.47,-0.06
10,14.73,-0.068
10,12.39,-0.068
10,19.14,-0.064
10,15.33,-0.064
10,13.8,-0.075
10,14.69,-0.075
10,19.09,-0.075
10,23.56,-0.075
10,8.97,-0.065
10,10.87,-0.065
10,17.4,-0.062
10,36.62,-0.062
10,12.04,-0.071
10,14.12,-0.071
10,7.78,-0.067
10,9.16,-0.067
10,17.04,-0.055
10,9.44,-0.055
10,15.92,-0.059
10,9.46,-0.059
10,13.61,-0.06
10,12.96,-0.06
10,14.61,-0.054
10,25.95,-0.054
10,9.95,-0.051
10,20.11,-0.051
10,17.06,-0.064
10,15.51,-0.064
10,22.91,-0.052
10,14.72,-0.052
10,19.89,-0.049
10,18.42,-0.049
10,29.02,-0.05
10,22.81,-0.05
10,15.12,-0.046
10,10.04,-0.046
10,16.66,-0.043
10,7.84,-0.043
10,21.09,-0.037
10,23.67,-0.037
10,21.11,-0.037
10,14.8,-0.037
10,19.47,-0.031
10,16.64,-0.031
10,13.99,-0.025
10,15.15,-0.025
10,9.55,-0.025
10,15.51,-0.025
10,12.58,-0.022
10,9.88,-0.022
10,13.8,-0.022
10,1.06,-0.022
10,-2.95,-0.024
10,2.09,-0.024
10,15.1,-0.015
10,22.47,-0.015
10,9.97,-0.017
10,8.13,-0.017
10,24.46,-0.023
10,12.11,-0.016
10,17.14,-0.009
12,77.79,0.004
12,82.07,0.014
10,21.83,0.007
10,12.31,0.008
12,90.46,0.036
10,10.44,0.032
10,0.97,0.033
10,-0.23,0.033
10,3.72,0.042
11,8.96,0.05
11,10.73,0.061
12,96.15,0.092
12,96.37,0.105
12,98.4,0.093
12,97.12,0.137
12,96.04,0.15
12,98.84,0.211
12,98.63,0.098
12,99.83,2.094
12,-21.23,0.912
12,99.95,2.198
12,97.94,2.554
12,999.0,3.911
12,99.99,3.529
12,99.91,3.346
12,99.93,1.558
11,71.61,0.344
12,99.64,0.41
12,88.35,0.384
12,97.48,0.411
12,99.76,0.675
12,99.92,0.485
12,99.97,3.091
12,99.96,4.052
12,999.0,1.704
12,999.0,3.871
12,99.99,3.194
12,99.97,1.501
12,94.09,0.594
10,62.71,0.443
12,85.82,0.434
12,99.99,1.159
12,99.97,1.625
12,-68.34,1.741
12,99.97,2.603
12,99.99,4.277
12,99.98,3.515
12,999.0,4.091
12,99.97,4.456
12,99.97,4.162
12,99.97,4.236
12,99.95,2.776
12,99.41,0.296
12,86.24,0.247
12,99.99,3.44
12,999.0,3.085
12,99.93,1.192
12,99.92,1.603
12,99.94,1.627
12,99.99,3.308
12,99.97,0.788
12,99.98,3.323
12,98.89,0.44
12,99.99,1.73
12,99.99,2.325
12,999.0,1.945
12,97.63,1.14
12,99.99,0.755
12,99.99,4.168
12,99.99,4.753
12,100.0,2.885
12,99.99,3.803
12,99.99,4.649
12,100.0,4.11
12,99.99,1.297
12,100.0,4.212
12,99.98,2.007
12,99.28,0.292
12,99.67,0.159
12,90.95,0.797
12,999.0,2.636
12,99.85,0.168
10,36.59,0.048
10,13.24,0.031
12,99.98,1.216
12,98.31,0.262
12,75.13,0.011
10,35.7,0.015
10,31.66,0.015
12,77.23,0.034
12,98.93,0.034
12,92.79,0.022
12,94.99,0.022
12,100.0,1.421
12,99.99,1.369
12,999.0,2.861
12,999.0,2.779
12,99.98,3.54
12,99.99,4.369
12,99.94,4.938
12,98.94,2.866
12,999.0,3.957
12,99.71,0.568
12,99.99,1.649
12,99.99,1.208
12,79.76,-0.06
10,58.36,-0.06
12,99.79,0.092
12,99.9,0.092
12,99.34,-0.033
12,99.79,-0.033
12,99.91,0.238
12,99.98,0.238
10,3.83,-0.076
10,8.36,-0.076
10,8.86,-0.072
10,7.23,-0.072
12,99.89,0.416
12,99.98,0.416
12,99.99,0.593
12,91.2,-0.071
10,5.81,-0.071
12,999.0,2.7
12,-21.46,2.462
10,10.81,-0.073
10,56.75,-0.073
10,5.14,-0.086
10,-0.73,-0.086
10,2.94,-0.075
10,2.63,-0.075
10,10.48,-0.023
10,11.94,-0.023
10,-0.56,-0.05
10,2.64,-0.05
10,-0.23,-0.048
10,0.88,-0.048
10,-0.08,-0.054
10,0.37,-0.054
10,6.43,-0.048
10,10.4,-0.048
12,81.6,-0.031
10,59.59,-0.024
10,4.88,-0.033
10,7.73,-0.026
10,6.78,-0.026
12,99.99,0.313
10,61.87,-0.01
10,30.41,0.002
12,95.61,0.019
12,96.43,0.012
12,99.99,1.167
12,99.87,1.354
12,99.85,0.812
12,46.23,0.06
12,99.06,0.033
12,85.21,0.094
12,25.62,0.115
12,32.74,0.108
12,84.0,0.136
12,30.16,0.145
12,96.22,0.126
12,-10.43,0.096
11,4.84,0.086
11,13.36,0.083
10,17.91,0.079
10,-2.16,0.079
10,14.92,0.074
10,18.38,0.073
10,6.19,0.074
10,1.95,0.07
10,13.32,0.068
10,1.42,0.044
10,18.7,0.048
10,18.92,0.044
10,14.58,0.036
10,7.01,0.038
10,17.11,0.029
10,2.68,0.034
10,8.03,0.028
10,10.55,0.026
10,17.69,0.013
10,21.69,0.013
10,9.49,0.009
10,6.77,0.009
10,11.87,0.012
10,20.62,0.012
10,9.33,0.009
10,5.28,0.009
10,35.34,0.016
10,19.45,0.016
10,22.66,0.012
10,16.85,0.012
10,8.91,0.014
10,17.38,0.014
10,9.18,0.014
10,1.81,0.014
10,30.15,0.012
10,29.01,0.012
10,25.81,0.008
10,27.95,0.008
10,24.89,0.003
10,17.91,0.003
10,27.45,0.003
10,26.76,0.003
10,15.78,0.005
10,12.88,0.005
10,15.62,-0.003
10,12.39,-0.003
10,20.22,-0.0
10,13.18,-0.0
10,34.83,0.002
10,24.2,0.002
10,40.73,0.001
10,24.64,0.001
10,21.07,0.007
10,18.77,0.007
10,11.59,0.002
10,10.06,0.002
10,17.23,-0.002
10,11.89,-0.002
10,16.2,0.002
10,4.24,0.002
10,12.11,-0.003
10,25.54,-0.003
10,8.99,-0.006
10,18.44,-0.006
10,22.69,-0.001
10,23.47,-0.001
10,18.89,-0.005
10,16.7,-0.005
10,32.7,-0.002
10,22.38,-0.002
10,10.4,-0.004
10,3.55,-0.004
10,23.43,0.005
12,92.16,0.005
10,20.37,-0.0
10,9.44,-0.0
10,11.7,-0.004
10,7.56,-0.004
10,22.28,-0.003
10,30.63,-0.003
10,25.45,-0.008
10,17.51,-0.008
10,9.63,-0.013
10,16.35,-0.013
10,12.27,-0.005
10,13.32,-0.005
10,21.68,-0.014
10,20.66,-0.014
10,25.37,-0.007
10,17.96,-0.007
10,10.05,-0.006
10,8.52,-0.006
10,24.5,-0.002
10,30.79,-0.002
10,17.22,-0.01
10,12.37,-0.01
10,45.58,0.004
10,42.23,0.004
10,28.32,0.011
10,44.64,0.011
10,10.09,0.016
10,21.06,0.016
10,20.43,0.017
10,18.15,0.017
10,29.7,0.019
10,44.4,0.019
10,24.34,0.022
10,15.91,0.022
10,27.87,0.028
10,49.38,0.028
10,23.31,0.03
10,38.9,0.03
10,21.3,0.04
10,28.76,0.04
10,-0.13,0.042
10,8.98,0.042
10,25.81,0.076
10,24.44,0.072
12,80.08,0.085
10,50.27,0.072
10,33.28,0.074
10,18.03,0.078
10,13.08,0.085
10,19.9,0.097
10,51.7,0.098
10,42.96,0.104
10,43.58,0.115
12,88.92,0.118
10,25.24,0.078
10,22.18,0.076
10,14.54,0.061
10,9.66,0.057
10,10.11,0.062
10,11.21,0.066
10,11.41,0.07
11,14.91,0.076
12,78.46,0.09
11,32.09,0.1
12,39.32,0.103
12,10.45,0.11
12,12.61,0.169
12,37.92,0.173
12,51.62,0.125
12,99.97,0.422
12,92.77,0.997
12,100.0,0.584
12,99.59,1.198
12,99.75,1.28
12,99.98,0.443
10,14.15,0.102
10,26.94,0.111
10,22.08,0.108
10,48.91,0.112
10,19.5,0.117
10,60.79,0.131
10,18.22,0.127
10,41.56,0.126
10,29.09,0.11
10,23.16,0.105
10,16.57,0.094
10,55.92,0.097
10,47.17,0.089
12,99.99,3.794
12,99.99,0.243
10,58.55,0.102
10,24.85,0.096
12,98.72,0.096
12,99.88,2.438
12,999.0,3.022
12,99.79,0.241
12,88.59,0.165
12,93.35,0.165
12,93.04,0.127
12,81.15,0.127
12,85.47,0.1
10,41.21,0.1
10,13.96,0.082
10,58.51,0.082
10,17.32,0.086
10,57.58,0.086
10,24.71,0.079
10,28.91,0.079
12,90.01,0.068
10,45.6,0.068
10,53.22,0.071
10,37.45,0.071
10,23.57,0.056
10,49.59,0.056
10,9.44,0.012
10,34.04,0.012
10,39.79,0.025
10,8.69,0.025
12,99.9,0.207
12,99.96,0.207
10,22.82,0.017
10,28.59,0.017
12,99.99,0.293
12,99.99,0.293
12,99.99,0.529
12,98.37,0.052
12,99.99,0.024
11,69.17,0.024
10,61.66,0.051
12,77.55,0.051
12,94.72,1.651
12,95.88,2.465
10,21.85,0.002
10,22.93,0.002
12,74.83,0.027
12,98.95,0.027
10,57.08,-0.001
10,12.13,-0.001
10,2.11,0.009
10,30.52,0.009
12,100.0,3.351
10,60.78,0.021
10,50.95,0.021
12,99.62,3.679
12,99.78,5.316
12,100.0,0.74
12,99.99,3.746
12,99.99,2.421
12,94.48,0.155
12,98.94,0.187
12,94.34,0.167
12,100.0,0.564
12,99.97,1.645
12,3.97,0.08
12,23.62,0.143
12,-0.82,0.14
12,3.7,0.163
12,3.19,0.136
12,9.65,0.134
11,11.67,0.128
11,-2.05,0.124
11,10.97,0.123
10,16.47,0.124
10,43.06,0.123
10,33.65,0.115
10,5.69,0.113
10,45.06,0.124
10,21.17,0.112
10,56.23,0.13
11,66.75,0.113
10,39.05,0.138
12,99.31,0.163
10,38.41,0.101
10,6.81,0.096
10,16.38,0.09
10,13.87,0.083
10,20.41,0.082
10,26.34,0.088
10,12.16,0.056
10,31.1,0.055
10,14.12,0.05
10,10.55,0.05
10,43.97,0.053
10,28.65,0.053
10,13.03,0.073
10,15.51,0.073
10,13.91,0.068
10,31.64,0.068
10,56.2,0.103
11,65.63,0.103
10,33.02,0.1
10,56.65,0.1
12,88.48,0.112
12,76.77,0.142
12,99.99,0.915
12,99.98,3.538
12,98.12,0.135
12,91.47,0.135
12,98.7,1.134
11,72.47,0.083
10,27.3,0.083
10,47.05,0.117
12,99.72,0.117
12,99.98,4.968
12,99.99,3.678
12,99.86,4.516
12,99.99,3.783
12,98.65,2.584
12,99.99,2.637
12,99.98,3.726
12,99.98,3.669
12,999.0,4.245
12,98.82,2.491
12,99.99,1.709
12,99.99,3.585
12,99.98,2.041
12,99.98,1.531
12,99.9,2.752
12,99.9,1.151
12,100.0,1.006
12,999.0,4.544
12,99.97,3.398
12,99.98,2.013
12,99.94,2.91
12,99.99,2.168
12,99.99,1.391
12,99.99,1.238
12,99.98,0.41
12,99.83,0.288
10,55.95,0.224
12,99.93,0.764
12,94.39,1.541
12,87.54,2.327
12,99.93,2.528
12,99.95,2.3
12,99.81,2.156
12,99.82,1.817
12,99.99,4.394
12,99.9,1.772
12,99.97,4.344
12,98.86,1.431
12,14.88,0.165
12,-2.89,0.196
12,1.26,0.221
12,-8.41,0.245
12,7.6,0.236
12,3.58,0.232
11,5.56,0.242
11,10.17,0.247
10,22.89,0.255
10,6.83,0.256
10,5.36,0.256
10,7.71,0.26
10,19.08,0.263
10,15.28,0.266
10,11.02,0.269
10,13.09,0.272
10,5.73,0.279
10,13.47,0.279
10,9.99,0.283
10,38.72,0.3
10,6.71,0.292
10,19.58,0.302
10,22.91,0.321
10,21.42,0.316
10,43.67,0.331
10,15.02,0.321
10,24.13,0.324
10,21.82,0.337
10,50.53,0.347
10,17.02,0.313
10,32.27,0.303
10,48.82,0.321
10,45.74,0.304
10,27.09,0.273
10,32.45,0.27
10,45.34,0.259
10,53.19,0.195
10,43.55,0.18
10,38.09,0.144
10,46.24,0.144
10,30.22,0.142
10,25.13,0.142
10,42.38,0.13
10,27.21,0.13
10,51.8,0.09
10,36.88,0.09
10,37.65,0.098
10,23.49,0.098
10,32.0,0.102
10,14.77,0.102
10,39.79,0.1
10,24.41,0.1
12,99.98,2.7
10,29.37,0.096
10,39.24,0.096
11,72.56,0.112
10,53.39,0.112
12,99.83,0.659
12,99.97,0.659
12,99.98,0.569
12,99.99,0.569
12,99.97,0.555
12,99.98,0.555
12,99.94,0.295
12,999.0,2.37
12,99.99,4.533
12,99.99,3.659
12,99.98,0.809
12,999.0,2.204
12,99.98,2.318
12,99.95,4.536
12,99.28,0.227
12,99.98,0.235
12,-1086.8,0.895
10,31.4,0.138
11,64.35,0.112
12,97.24,0.254
12,99.57,0.14
12,99.97,0.166
12,99.98,1.164
12,99.72,0.363
12,24.31,0.054
12,18.94,0.06
12,70.49,0.074
12,9.11,0.101
12,5.83,0.06
12,32.81,0.066
11,17.92,0.053
11,21.98,0.046
10,10.9,0.046
10,18.37,0.045
10,15.66,0.042
10,8.2,0.039
10,25.19,0.021
12,99.88,1.025
12,99.98,0.201
12,61.01,0.177
12,99.98,0.121
10,44.81,0.013
12,96.57,0.021
12,98.33,3.814
12,86.72,0.009
12,99.89,0.043
10,35.63,-0.003
12,99.99,0.099
10,22.15,-0.001
10,20.22,-0.001
10,22.82,-0.002
10,24.0,-0.002
10,35.88,0.277
12,99.98,0.277
10,36.42,0.001
12,90.77,0.001
10,15.8,-0.013
10,9.46,-0.013
10,20.82,-0.01
10,18.88,-0.01
10,10.92,-0.0
10,17.51,-0.0
12,99.85,1.74
12,92.82,1.987
10,22.01,-0.009
10,24.38,-0.009
12,99.72,0.227
12,99.99,3.024
12,99.98,3.958
12,100.0,3.13
12,99.51,1.245
12,99.92,0.851
12,99.93,0.851
10,29.23,-0.009
10,21.02,-0.009
10,19.72,-0.021
10,22.07,-0.021
10,13.98,-0.013
10,34.86,-0.013
10,25.59,-0.008
10,10.72,-0.008
10,22.93,-0.014
10,19.96,-0.014
12,99.98,3.05
12,98.39,3.05
12,99.97,0.313
12,99.92,0.313
12,99.89,1.831
12,60.17,1.042
12,99.98,1.891
10,41.63,0.005
10,62.48,0.005
10,11.18,-0.014
10,22.3,-0.014
12,99.85,0.045
12,99.76,0.045
12,99.98,2.03
12,98.41,3.36
12,98.98,2.971
12,-14.89,2.398
12,87.14,2.816
12,99.91,2.411
12,99.99,2.169
10,16.21,0.003
10,7.98,0.003
12,99.89,1.52
12,99.98,2.203
12,999.0,3.15
12,72.93,2.141
12,99.99,1.704
12,99.95,3.628
12,99.99,2.381
10,35.62,0.022
12,99.94,1.293
12,99.95,0.683
12,99.93,2.208
12,99.92,3.558
12,99.96,0.535
12,99.97,0.465
12,99.98,1.699
12,100.0,2.081
12,75.92,0.361
12,999.0,2.618
12,83.0,0.612
12,91.63,1.396
10,21.14,0.004
10,22.17,0.004
12,99.74,0.207
12,99.88,1.796
10,21.79,0.0
10,20.77,0.0
10,49.68,0.009
10,51.0,0.009
12,93.47,0.014
12,97.95,0.014
12,99.99,2.494
12,99.64,2.494
12,999.0,2.333
12,999.0,3.116
10,21.49,0.0
10,35.05,0.0
12,93.37,0.011
10,62.59,0.011
10,31.48,0.08
12,99.94,0.08
12,99.19,0.072
12,99.89,0.072
12,99.93,0.95
10,20.32,0.006
10,33.5,0.006
12,99.99,2.823
12,95.41,2.823
10,22.83,0.01
10,27.97,0.01
12,99.98,0.119
12,14.65,1.03
10,56.11,0.023
12,81.97,0.037
10,62.85,0.035
10,32.09,0.025
12,98.83,0.049
12,99.99,0.264
10,36.57,0.05
10,20.89,0.045
10,22.15,0.054
12,99.99,0.21
10,26.86,0.062
10,10.43,0.057
